No.,Time,Source,Destination,Protocol,Length,Info
494,14.630147,52.115.97.218,192.168.1.106,UDP,147,3479  >  50013 Len=105
495,14.641434,52.115.97.218,192.168.1.106,UDP,144,3479  >  50013 Len=102
496,14.668344,52.115.97.218,192.168.1.106,UDP,148,3479  >  50013 Len=106
497,14.681647,52.115.97.218,192.168.1.106,UDP,142,3479  >  50013 Len=100
498,14.691625,192.168.1.106,52.115.97.218,UDP,158,50021  >  3480 Len=116
499,14.702891,52.115.97.218,192.168.1.106,UDP,143,3479  >  50013 Len=101
500,14.723521,52.115.97.218,192.168.1.106,UDP,138,3479  >  50013 Len=96
501,14.730116,192.168.1.106,52.115.97.218,UDP,145,50021  >  3480 Len=103
502,14.742439,52.115.97.218,192.168.1.106,UDP,143,3479  >  50013 Len=101
503,14.748495,52.115.97.218,192.168.1.106,UDP,117,3480  >  50021 Len=75
504,14.763344,52.115.97.218,192.168.1.106,UDP,143,3479  >  50013 Len=101
505,14.782453,52.115.97.218,192.168.1.106,UDP,139,3479  >  50013 Len=97
506,14.783224,52.115.97.218,192.168.1.106,STUN,114,Binding Success Response XOR-MAPPED-ADDRESS: 103.132.174.28:50021
507,14.802366,192.168.1.106,52.115.97.218,UDP,93,50047  >  3481 Len=51
508,14.802479,192.168.1.106,52.115.97.218,UDP,1269,50047  >  3481 Len=1227
509,14.802532,192.168.1.106,52.115.97.218,UDP,1269,50047  >  3481 Len=1227
510,14.803751,52.115.97.218,192.168.1.106,UDP,140,3479  >  50013 Len=98
511,14.808191,192.168.1.106,52.115.97.218,UDP,237,50013  >  3479 Len=195
512,14.817429,52.115.97.218,192.168.1.106,UDP,117,3480  >  50021 Len=75
513,14.825382,52.115.97.218,192.168.1.106,UDP,84,3479  >  50013 Len=42
514,14.847427,52.115.97.218,192.168.1.106,UDP,149,3479  >  50013 Len=107
515,14.865461,52.115.97.218,192.168.1.106,UDP,184,3479  >  50013 Len=142
516,14.888343,52.115.97.218,192.168.1.106,UDP,178,3479  >  50013 Len=136
517,14.901325,52.115.97.218,192.168.1.106,UDP,178,3479  >  50013 Len=136
518,14.928262,52.115.97.218,192.168.1.106,UDP,177,3479  >  50013 Len=135
519,14.940503,52.115.97.218,192.168.1.106,UDP,175,3479  >  50013 Len=133
520,14.963688,52.115.97.218,192.168.1.106,UDP,176,3479  >  50013 Len=134
521,14.983863,52.115.97.218,192.168.1.106,UDP,172,3479  >  50013 Len=130
522,15.009244,52.115.97.218,192.168.1.106,UDP,183,3479  >  50013 Len=141
523,15.026331,52.115.97.218,192.168.1.106,UDP,181,3479  >  50013 Len=139
524,15.041325,52.115.97.218,192.168.1.106,UDP,167,3479  >  50013 Len=125
525,15.062673,52.115.97.218,192.168.1.106,UDP,168,3479  >  50013 Len=126
526,15.084165,52.115.97.218,192.168.1.106,UDP,165,3479  >  50013 Len=123
527,15.103732,52.115.97.218,192.168.1.106,UDP,163,3479  >  50013 Len=121
528,15.129189,52.115.97.218,192.168.1.106,UDP,164,3479  >  50013 Len=122
529,15.14428,52.115.97.218,192.168.1.106,UDP,161,3479  >  50013 Len=119
530,15.149216,192.168.1.106,52.115.97.218,UDP,145,50021  >  3480 Len=103
531,15.154548,192.168.1.106,52.115.97.218,UDP,145,50021  >  3480 Len=103
532,15.161319,52.115.97.218,192.168.1.106,UDP,162,3479  >  50013 Len=120
533,15.184725,52.115.97.218,192.168.1.106,UDP,163,3479  >  50013 Len=121
534,15.206554,52.115.97.218,192.168.1.106,UDP,164,3479  >  50013 Len=122
535,15.219396,52.115.97.218,192.168.1.106,UDP,117,3480  >  50021 Len=75
536,15.228775,52.115.97.218,192.168.1.106,UDP,166,3479  >  50013 Len=124
537,15.242585,52.115.97.218,192.168.1.106,UDP,164,3479  >  50013 Len=122
538,15.268436,52.115.97.218,192.168.1.106,UDP,158,3479  >  50013 Len=116
539,15.280619,52.115.97.218,192.168.1.106,UDP,151,3479  >  50013 Len=109
540,15.280718,192.168.1.106,52.115.97.218,UDP,145,50021  >  3480 Len=103
541,15.30747,52.115.97.218,192.168.1.106,UDP,149,3479  >  50013 Len=107
542,15.321084,52.115.97.218,192.168.1.106,UDP,153,3479  >  50013 Len=111
543,15.33509,192.168.1.106,52.115.97.218,UDP,158,50058  >  3481 Len=116
544,15.335195,192.168.1.106,52.114.45.47,STUN,264,"Allocate Request bandwidth: 350 realm: Qo\336\360\256"" \242\036IKQ\227 ^\3032\207Y\223 with nonce[Malformed Packet]"
545,15.335261,192.168.1.106,52.114.45.53,STUN,264,Allocate Request bandwidth: 350 realm: \215-\356\t\006\373\234\331\335\324\212\362\271\005(\301\202Hxl with nonce[Malformed Packet]
546,15.342574,52.115.97.218,192.168.1.106,UDP,147,3479  >  50013 Len=105
547,15.368521,52.115.97.218,192.168.1.106,UDP,147,3479  >  50013 Len=105
548,15.382911,52.115.97.218,192.168.1.106,UDP,84,3479  >  50013 Len=42
549,15.400798,52.115.97.218,192.168.1.106,UDP,128,3479  >  50013 Len=86
550,15.424881,52.115.97.218,192.168.1.106,UDP,150,3479  >  50013 Len=108
551,15.424881,52.115.97.218,192.168.1.106,STUN,114,Binding Success Response XOR-MAPPED-ADDRESS: 103.132.174.28:50058
552,15.444975,52.115.97.218,192.168.1.106,UDP,150,3479  >  50013 Len=108
553,15.463889,52.115.97.218,192.168.1.106,UDP,141,3479  >  50013 Len=99
554,15.470005,52.114.45.53,192.168.1.106,STUN,195,Allocate Success Response lifetime: 60 MAPPED-ADDRESS: 52.114.45.53:3481 XOR-MAPPED-ADDRESS: 103.132.174.28:50047[Malformed Packet]
555,15.47012,52.114.45.47,192.168.1.106,STUN,195,Allocate Success Response lifetime: 60 MAPPED-ADDRESS: 52.114.45.47:3481 XOR-MAPPED-ADDRESS: 103.132.174.28:50058[Malformed Packet]
556,15.482869,52.115.97.218,192.168.1.106,UDP,143,3479  >  50013 Len=101
557,15.494871,192.168.1.106,52.115.97.218,UDP,158,50013  >  3479 Len=116
558,15.495034,192.168.1.106,52.115.97.218,UDP,158,50047  >  3481 Len=116
559,15.501672,52.115.97.218,192.168.1.106,UDP,125,3480  >  50021 Len=83
560,15.505242,52.115.97.218,192.168.1.106,UDP,137,3479  >  50013 Len=95
561,15.520933,52.115.97.218,192.168.1.106,UDP,144,3479  >  50013 Len=102
562,15.540755,52.115.97.218,192.168.1.106,UDP,81,3479  >  50013 Len=39
563,15.540983,52.115.97.218,192.168.1.106,UDP,1257,3479  >  50013 Len=1215
564,15.544771,52.115.97.218,192.168.1.106,UDP,139,3479  >  50013 Len=97
565,15.563792,52.115.97.218,192.168.1.106,UDP,140,3479  >  50013 Len=98
566,15.584588,52.115.97.218,192.168.1.106,UDP,138,3479  >  50013 Len=96
567,15.604009,52.115.97.218,192.168.1.106,UDP,170,3479  >  50013 Len=128
568,15.63117,52.115.97.218,192.168.1.106,UDP,184,3479  >  50013 Len=142
569,15.632873,52.115.97.218,192.168.1.106,STUN,114,Binding Success Response XOR-MAPPED-ADDRESS: 103.132.174.28:50047
570,15.645194,52.115.97.218,192.168.1.106,STUN,114,Binding Success Response XOR-MAPPED-ADDRESS: 103.132.174.28:50013
571,15.647443,52.115.97.218,192.168.1.106,UDP,172,3479  >  50013 Len=130
572,15.662763,52.115.97.218,192.168.1.106,UDP,150,3479  >  50013 Len=108
573,15.68148,52.115.97.218,192.168.1.106,UDP,150,3479  >  50013 Len=108
574,15.705401,52.115.97.218,192.168.1.106,UDP,173,3479  >  50013 Len=131
575,15.729969,52.115.97.218,192.168.1.106,UDP,143,3479  >  50013 Len=101
576,15.745789,52.115.97.218,192.168.1.106,UDP,140,3479  >  50013 Len=98
577,15.749099,192.168.1.106,52.115.97.218,UDP,145,50021  >  3480 Len=103
578,15.761662,52.115.97.218,192.168.1.106,UDP,137,3479  >  50013 Len=95
579,15.78705,52.115.97.218,192.168.1.106,UDP,136,3479  >  50013 Len=94
580,15.801749,52.115.97.218,192.168.1.106,UDP,137,3479  >  50013 Len=95
581,15.811533,192.168.1.106,52.115.97.218,UDP,158,50021  >  3480 Len=116
582,15.820768,52.115.97.218,192.168.1.106,UDP,138,3479  >  50013 Len=96
583,15.844133,52.115.97.218,192.168.1.106,UDP,141,3479  >  50013 Len=99
584,15.866512,52.115.97.218,192.168.1.106,UDP,141,3479  >  50013 Len=99
585,15.88074,52.115.97.218,192.168.1.106,UDP,139,3479  >  50013 Len=97
586,15.903653,52.115.97.218,192.168.1.106,UDP,139,3479  >  50013 Len=97
587,15.92267,52.115.97.218,192.168.1.106,UDP,143,3479  >  50013 Len=101
588,15.925469,52.115.97.218,192.168.1.106,UDP,125,3481  >  50058 Len=83
589,15.944195,52.115.97.218,192.168.1.106,UDP,139,3479  >  50013 Len=97
590,15.95443,52.115.97.218,192.168.1.106,STUN,114,Binding Success Response XOR-MAPPED-ADDRESS: 103.132.174.28:50021
591,15.96939,52.115.97.218,192.168.1.106,UDP,135,3479  >  50013 Len=93
592,15.981901,52.115.97.218,192.168.1.106,UDP,122,3479  >  50013 Len=80
593,16.002061,52.115.97.218,192.168.1.106,UDP,121,3479  >  50013 Len=79
594,16.024844,52.115.97.218,192.168.1.106,UDP,125,3479  >  50013 Len=83
595,16.042669,52.115.97.218,192.168.1.106,UDP,118,3479  >  50013 Len=76
596,16.063122,52.115.97.218,192.168.1.106,UDP,126,3479  >  50013 Len=84
597,16.085123,52.115.97.218,192.168.1.106,UDP,123,3479  >  50013 Len=81
598,16.105046,52.115.97.218,192.168.1.106,UDP,119,3479  >  50013 Len=77
599,16.125442,52.115.97.218,192.168.1.106,UDP,118,3479  >  50013 Len=76
600,16.148709,52.115.97.218,192.168.1.106,UDP,124,3479  >  50013 Len=82
601,16.162482,52.115.97.218,192.168.1.106,UDP,116,3479  >  50013 Len=74
602,16.181356,52.115.97.218,192.168.1.106,UDP,127,3479  >  50013 Len=85
603,16.204879,52.115.97.218,192.168.1.106,UDP,116,3479  >  50013 Len=74
604,16.213887,192.168.1.106,52.115.97.218,UDP,141,50047  >  3481 Len=99
605,16.22408,52.115.97.218,192.168.1.106,UDP,126,3479  >  50013 Len=84
606,16.245097,52.115.97.218,192.168.1.106,UDP,126,3479  >  50013 Len=84
607,16.267294,52.115.97.218,192.168.1.106,UDP,114,3479  >  50013 Len=72
608,16.282376,52.115.97.218,192.168.1.106,UDP,125,3479  >  50013 Len=83
609,16.300616,52.115.97.218,192.168.1.106,UDP,84,3479  >  50013 Len=42
610,16.377962,52.115.97.218,192.168.1.106,UDP,117,3480  >  50021 Len=75
611,16.378992,192.168.1.106,52.115.97.218,UDP,177,50058  >  3481 Len=135
612,16.452435,192.168.1.106,52.115.97.218,UDP,158,50058  >  3481 Len=116
613,16.586457,52.115.97.218,192.168.1.106,STUN,114,Binding Success Response XOR-MAPPED-ADDRESS: 103.132.174.28:50058
614,16.653417,52.111.244.0,192.168.1.106,TLSv1.2,105,Application Data
615,16.66433,52.115.97.218,192.168.1.106,UDP,133,3479  >  50013 Len=91
616,16.691015,52.115.97.218,192.168.1.106,UDP,160,3479  >  50013 Len=118
617,16.695056,192.168.1.106,52.111.244.0,TCP,54,50584  >  443 [ACK] Seq=1 Ack=103 Win=516 Len=0
618,16.708594,52.115.97.218,192.168.1.106,UDP,158,3479  >  50013 Len=116
619,16.708847,192.168.1.106,52.115.97.218,UDP,158,50013  >  3479 Len=116
620,16.709022,192.168.1.106,52.115.97.218,UDP,158,50047  >  3481 Len=116
621,16.72451,52.115.97.218,192.168.1.106,UDP,142,3479  >  50013 Len=100
622,16.745873,52.115.97.218,192.168.1.106,UDP,147,3479  >  50013 Len=105
623,16.765108,52.115.97.218,192.168.1.106,UDP,137,3479  >  50013 Len=95
624,16.780335,52.115.97.218,192.168.1.106,UDP,136,3479  >  50013 Len=94
625,16.795998,52.115.97.218,192.168.1.106,STUN,114,Binding Success Response XOR-MAPPED-ADDRESS: 103.132.174.28:50047
626,16.80198,52.115.97.218,192.168.1.106,UDP,141,3479  >  50013 Len=99
627,16.808101,52.115.97.218,192.168.1.106,STUN,114,Binding Success Response XOR-MAPPED-ADDRESS: 103.132.174.28:50013
628,16.820714,52.115.97.218,192.168.1.106,UDP,145,3479  >  50013 Len=103
629,16.845845,52.115.97.218,192.168.1.106,UDP,141,3479  >  50013 Len=99
630,16.856103,52.115.97.218,192.168.1.106,UDP,117,3480  >  50021 Len=75
631,16.867026,52.115.97.218,192.168.1.106,UDP,138,3479  >  50013 Len=96
632,16.885162,52.115.97.218,192.168.1.106,UDP,135,3479  >  50013 Len=93
633,16.899498,52.115.97.218,192.168.1.106,UDP,135,3479  >  50013 Len=93
634,16.919469,52.111.244.0,192.168.1.106,TLSv1.2,85,Application Data
635,16.919716,192.168.1.106,52.111.244.0,TLSv1.2,89,Application Data
636,16.921625,192.168.1.106,52.115.97.218,UDP,145,50021  >  3480 Len=103
637,16.926304,52.115.97.218,192.168.1.106,UDP,136,3479  >  50013 Len=94
638,16.941993,192.168.1.106,151.101.0.133,TCP,55,51094  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1 [TCP segment of a reassembled PDU]
639,16.942604,52.115.97.218,192.168.1.106,UDP,167,3479  >  50013 Len=125
640,16.949781,52.111.244.0,192.168.1.106,TCP,54,443  >  50584 [ACK] Seq=134 Ack=36 Win=16424 Len=0
641,16.967482,52.115.97.218,192.168.1.106,UDP,147,3479  >  50013 Len=105
642,16.977529,192.168.1.106,52.115.97.218,UDP,158,50021  >  3480 Len=116
643,16.988005,52.115.97.218,192.168.1.106,UDP,145,3479  >  50013 Len=103
644,17.015954,52.115.97.218,192.168.1.106,UDP,141,3479  >  50013 Len=99
645,17.016859,151.101.0.133,192.168.1.106,TCP,66,443  >  51094 [ACK] Seq=1 Ack=2 Win=64 Len=0 SLE=1 SRE=2
646,17.021316,52.115.97.218,192.168.1.106,UDP,147,3479  >  50013 Len=105
647,17.046809,52.115.97.218,192.168.1.106,UDP,140,3479  >  50013 Len=98
648,17.061561,52.115.97.218,192.168.1.106,UDP,146,3479  >  50013 Len=104
649,17.077426,192.168.1.106,151.101.0.133,TCP,55,51101  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU]
650,17.084023,52.115.97.218,192.168.1.106,UDP,154,3479  >  50013 Len=112
651,17.105839,52.115.97.218,192.168.1.106,UDP,163,3479  >  50013 Len=121
652,17.113615,52.115.97.218,192.168.1.106,STUN,114,Binding Success Response XOR-MAPPED-ADDRESS: 103.132.174.28:50021
653,17.125235,52.115.97.218,192.168.1.106,UDP,145,3479  >  50013 Len=103
654,17.137496,52.115.97.218,192.168.1.106,UDP,117,3480  >  50021 Len=75
655,17.141821,52.115.97.218,192.168.1.106,UDP,139,3479  >  50013 Len=97
656,17.159731,151.101.0.133,192.168.1.106,TCP,66,443  >  51101 [ACK] Seq=1 Ack=2 Win=62 Len=0 SLE=1 SRE=2
657,17.16366,52.115.97.218,192.168.1.106,UDP,144,3479  >  50013 Len=102
658,17.181314,52.115.97.218,192.168.1.106,UDP,141,3479  >  50013 Len=99
659,17.207041,52.115.97.218,192.168.1.106,UDP,125,3479  >  50013 Len=83
660,17.225699,52.115.97.218,192.168.1.106,UDP,119,3479  >  50013 Len=77
661,17.242658,52.115.97.218,192.168.1.106,UDP,124,3479  >  50013 Len=82
662,17.260674,192.168.1.106,52.115.97.218,UDP,145,50021  >  3480 Len=103
663,17.262457,52.115.97.218,192.168.1.106,UDP,128,3479  >  50013 Len=86
664,17.286181,52.115.97.218,192.168.1.106,UDP,127,3479  >  50013 Len=85
665,17.30627,52.115.97.218,192.168.1.106,UDP,123,3479  >  50013 Len=81
666,17.326199,52.115.97.218,192.168.1.106,UDP,130,3479  >  50013 Len=88
667,17.341654,52.115.97.218,192.168.1.106,UDP,125,3479  >  50013 Len=83
668,17.365109,52.115.97.218,192.168.1.106,UDP,129,3479  >  50013 Len=87
669,17.380353,52.115.97.218,192.168.1.106,UDP,132,3479  >  50013 Len=90
670,17.40134,52.115.97.218,192.168.1.106,UDP,127,3479  >  50013 Len=85
671,17.420758,52.115.97.218,192.168.1.106,UDP,132,3479  >  50013 Len=90
672,17.432102,52.115.97.218,192.168.1.106,UDP,113,3481  >  50047 Len=71
673,17.446334,52.115.97.218,192.168.1.106,UDP,84,3479  >  50013 Len=42
674,17.475885,192.168.1.106,52.115.97.218,UDP,141,50021  >  3480 Len=99
675,17.49371,192.168.1.106,140.82.112.25,TCP,55,51107  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU]
676,17.572637,192.168.1.106,52.115.97.218,UDP,145,50021  >  3480 Len=103
677,17.586085,52.115.97.218,192.168.1.106,UDP,136,3479  >  50013 Len=94
678,17.595537,52.115.97.218,192.168.1.106,UDP,125,3480  >  50021 Len=83
679,17.606963,52.115.97.218,192.168.1.106,UDP,145,3479  >  50013 Len=103
680,17.620316,52.115.97.218,192.168.1.106,UDP,137,3479  >  50013 Len=95
681,17.642236,52.115.97.218,192.168.1.106,UDP,139,3479  >  50013 Len=97
682,17.656831,192.168.1.106,52.115.97.218,UDP,158,50058  >  3481 Len=116
683,17.660224,52.115.97.218,192.168.1.106,UDP,147,3479  >  50013 Len=105
684,17.684458,52.115.97.218,192.168.1.106,UDP,146,3479  >  50013 Len=104
685,17.706734,52.115.97.218,192.168.1.106,UDP,132,3479  >  50013 Len=90
686,17.72181,192.168.1.106,52.115.97.218,UDP,145,50021  >  3480 Len=103
687,17.723648,52.115.97.218,192.168.1.106,UDP,171,3479  >  50013 Len=129
688,17.723918,52.115.97.218,192.168.1.106,UDP,117,3480  >  50021 Len=75
689,17.745841,52.115.97.218,192.168.1.106,UDP,161,3479  >  50013 Len=119
690,17.751845,52.115.97.218,192.168.1.106,STUN,114,Binding Success Response XOR-MAPPED-ADDRESS: 103.132.174.28:50058
691,17.76736,52.115.97.218,192.168.1.106,UDP,157,3479  >  50013 Len=115
692,17.770606,192.168.1.106,52.115.97.218,UDP,145,50021  >  3480 Len=103
693,17.786957,52.115.97.218,192.168.1.106,UDP,148,3479  >  50013 Len=106
694,17.788368,192.168.1.106,103.10.124.164,TLSv1.2,112,Application Data
695,17.792078,140.82.112.25,192.168.1.106,TCP,66,443  >  51107 [ACK] Seq=1 Ack=2 Win=69 Len=0 SLE=1 SRE=2
696,17.80697,52.115.97.218,192.168.1.106,UDP,132,3479  >  50013 Len=90
697,17.807782,52.114.16.94,192.168.1.106,TCP,1506,443  >  50508 [ACK] Seq=7389 Ack=1188 Win=2047 Len=1452 [TCP segment of a reassembled PDU]
698,17.807782,52.114.16.94,192.168.1.106,TLSv1.2,1073,Application Data
699,17.807927,192.168.1.106,52.114.16.94,TCP,54,50508  >  443 [ACK] Seq=1188 Ack=9860 Win=517 Len=0
700,17.809292,192.168.1.106,52.114.16.94,TLSv1.2,450,Application Data
701,17.823991,52.115.97.218,192.168.1.106,UDP,143,3479  >  50013 Len=101
702,17.845432,52.115.97.218,192.168.1.106,UDP,144,3479  >  50013 Len=102
703,17.860782,52.115.97.218,192.168.1.106,UDP,144,3479  >  50013 Len=102
704,17.871035,52.115.97.218,192.168.1.106,UDP,117,3480  >  50021 Len=75
705,17.872744,192.168.1.106,52.115.97.218,UDP,158,50013  >  3479 Len=116
706,17.872847,192.168.1.106,52.115.97.218,UDP,158,50047  >  3481 Len=116
707,17.882718,52.115.97.218,192.168.1.106,UDP,117,3479  >  50013 Len=75
708,17.900512,52.115.97.218,192.168.1.106,UDP,159,3479  >  50013 Len=117
709,17.905125,103.10.124.164,192.168.1.106,TCP,54,27025  >  50563 [ACK] Seq=1 Ack=59 Win=1023 Len=0
710,17.924525,52.115.97.218,192.168.1.106,UDP,143,3479  >  50013 Len=101
711,17.941244,52.115.97.218,192.168.1.106,UDP,136,3479  >  50013 Len=94
712,17.966559,52.115.97.218,192.168.1.106,STUN,114,Binding Success Response XOR-MAPPED-ADDRESS: 103.132.174.28:50047
713,17.966559,52.115.97.218,192.168.1.106,UDP,137,3479  >  50013 Len=95
714,17.975649,52.115.97.218,192.168.1.106,STUN,114,Binding Success Response XOR-MAPPED-ADDRESS: 103.132.174.28:50013
715,17.983838,52.115.97.218,192.168.1.106,UDP,136,3479  >  50013 Len=94
716,18.007071,52.115.97.218,192.168.1.106,UDP,166,3479  >  50013 Len=124
717,18.012154,52.114.16.94,192.168.1.106,TCP,54,443  >  50508 [ACK] Seq=9860 Ack=1584 Win=2053 Len=0
718,18.019908,52.115.97.218,192.168.1.106,UDP,173,3479  >  50013 Len=131
719,18.029475,52.115.97.218,192.168.1.106,UDP,125,3481  >  50058 Len=83
720,18.0432,52.115.97.218,192.168.1.106,UDP,176,3479  >  50013 Len=134
721,18.096423,52.115.97.218,192.168.1.106,UDP,173,3479  >  50013 Len=131
722,18.100481,52.115.97.218,192.168.1.106,UDP,171,3479  >  50013 Len=129
723,18.126112,52.115.97.218,192.168.1.106,UDP,152,3479  >  50013 Len=110
724,18.136028,52.115.97.218,192.168.1.106,UDP,117,3480  >  50021 Len=75
725,18.145623,52.115.97.218,192.168.1.106,UDP,141,3479  >  50013 Len=99
726,18.160338,52.115.97.218,192.168.1.106,UDP,138,3479  >  50013 Len=96
727,18.182483,52.115.97.218,192.168.1.106,UDP,163,3479  >  50013 Len=121
728,18.182953,52.115.97.218,192.168.1.106,UDP,133,3479  >  50013 Len=91
729,18.190489,192.168.1.106,52.115.97.218,UDP,158,50021  >  3480 Len=116
730,18.201694,52.115.97.218,192.168.1.106,UDP,142,3479  >  50013 Len=100
731,18.231116,52.115.97.218,192.168.1.106,UDP,139,3479  >  50013 Len=97
732,18.24495,52.115.97.218,192.168.1.106,UDP,134,3479  >  50013 Len=92
733,18.261853,52.115.97.218,192.168.1.106,UDP,139,3479  >  50013 Len=97
734,18.285056,52.115.97.218,192.168.1.106,STUN,114,Binding Success Response XOR-MAPPED-ADDRESS: 103.132.174.28:50021
735,18.287729,52.115.97.218,192.168.1.106,UDP,136,3479  >  50013 Len=94
736,18.304039,52.115.97.218,192.168.1.106,UDP,135,3479  >  50013 Len=93
737,18.310522,52.114.14.159,192.168.1.106,TLSv1.2,388,Application Data
738,18.320844,192.168.1.106,52.114.14.159,TLSv1.2,1117,Application Data
739,18.322418,52.115.97.218,192.168.1.106,UDP,130,3479  >  50013 Len=88
740,18.344314,52.115.97.218,192.168.1.106,UDP,144,3479  >  50013 Len=102
741,18.366518,52.115.97.218,192.168.1.106,UDP,169,3479  >  50013 Len=127
742,18.382023,52.115.97.218,192.168.1.106,UDP,156,3479  >  50013 Len=114
743,18.401668,52.115.97.218,192.168.1.106,UDP,137,3479  >  50013 Len=95
744,18.42478,52.115.97.218,192.168.1.106,UDP,142,3479  >  50013 Len=100
745,18.432778,52.114.14.159,192.168.1.106,TCP,54,443  >  50551 [ACK] Seq=335 Ack=1064 Win=2053 Len=0
746,18.441816,52.115.97.218,192.168.1.106,UDP,157,3479  >  50013 Len=115
747,18.461909,52.115.97.218,192.168.1.106,UDP,142,3479  >  50013 Len=100
748,18.483795,52.115.97.218,192.168.1.106,UDP,145,3479  >  50013 Len=103
749,18.504039,52.115.97.218,192.168.1.106,UDP,139,3479  >  50013 Len=97
750,18.532363,52.115.97.218,192.168.1.106,UDP,144,3479  >  50013 Len=102
751,18.549782,52.115.97.218,192.168.1.106,UDP,137,3479  >  50013 Len=95
752,18.568715,52.115.97.218,192.168.1.106,UDP,140,3479  >  50013 Len=98
753,18.582759,52.115.97.218,192.168.1.106,UDP,141,3479  >  50013 Len=99
754,18.588317,52.115.97.218,192.168.1.106,UDP,117,3480  >  50021 Len=75
755,18.606124,52.115.97.218,192.168.1.106,UDP,140,3479  >  50013 Len=98
756,18.623729,52.115.97.218,192.168.1.106,UDP,152,3479  >  50013 Len=110
757,18.643322,52.115.97.218,192.168.1.106,UDP,168,3479  >  50013 Len=126
758,18.664286,52.115.97.218,192.168.1.106,UDP,165,3479  >  50013 Len=123
759,18.682727,52.115.97.218,192.168.1.106,UDP,159,3479  >  50013 Len=117
760,18.709203,52.115.97.218,192.168.1.106,UDP,160,3479  >  50013 Len=118
761,18.724957,52.115.97.218,192.168.1.106,UDP,170,3479  >  50013 Len=128
